,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,genre 2,genre 3,Crew
1500,tt0096459,The Wolves of Willoughby Chase,Stuart Orme,The Wolves of Willoughby Chase,1989-01-01,93.0,5.9,525.0,Adventure,Drama,Family,"Stuart Orme, Stephanie Beacham"
1501,tt0096461,As Tears Go By,Kar-Wai Wong,Wong Gok ka moon,1988-01-01,102.0,7.0,11418.0,Crime,Drama,Romance,"Alan Tang, Jacky Cheung, Andy Lau"
1502,tt0096463,Working Girl,Mike Nichols,Working Girl,1988-01-01,113.0,6.8,59278.0,Comedy,Drama,Romance,"Melanie Griffith, Joan Cusack, Philip Bosco, Melanie Griffith"
1503,tt0096464,A World Apart,Chris Menges,A World Apart,1988-01-01,112.0,7.1,1702.0,Drama,NONE,NONE,"Merav Gruer, Chris Menges, Barbara Hershey"
1504,tt0096465,World Gone Wild,Lee H. Katzin,World Gone Wild,1987-01-01,95.0,5.1,980.0,Action,Sci-Fi,NONE,"Donald Lee Harris, Larry Ketchum, Jerold Franks, Bruce Dern"
1505,tt0096466,The Wrong Guys,Danny Bilson,The Wrong Guys,1988-01-01,86.0,5.1,916.0,Comedy,NONE,NONE,"Shirley Brown, Louie Anderson"
1506,tt0096472,School on Fire,Ringo Lam,Hok hau fung wan,1988-01-01,101.0,7.3,641.0,Action,Crime,Drama,"Amanda Lee, Lap Ban Chan, Fennie Yuen"
1507,tt0096476,Yasemin,Hark Bohm,Yasemin,1988-01-01,85.0,6.7,275.0,Drama,Romance,NONE,"Uwe Bohm, Ayse Romey, Christian Bussmann"
1508,tt0096477,Yateem,J.P. Dutta,Yateem,1988-01-01,173.0,6.4,247.0,Action,Drama,NONE,Sunny Deol
1509,tt0096478,Yellow River Fighter,Hsin-Yen Chang,Huang he da xia,1988-01-01,93.0,6.8,169.0,Action,Drama,NONE,"Te-mao Jin, Chenghui Yu, Shanshan Chunyu, Chunhua Ji"
1510,tt0096486,Young Einstein,Yahoo Serious,Young Einstein,1988-01-01,91.0,5.2,8995.0,Comedy,NONE,NONE,"Basil Clarke, Yahoo Serious"
1511,tt0096487,Young Guns,Christopher Cain,Young Guns,1988-01-01,107.0,6.8,64122.0,Action,Drama,Western,"Dermot Mulroney, Brian Keith, John Hudkins, Emilio Estevez"
1512,tt0096488,Young Toscanini,Franco Zeffirelli,Il giovane Toscanini,1988-01-01,109.0,6.0,332.0,Biography,Drama,NONE,"Elsa Agalbato, C. Thomas Howell"
1513,tt0096490,"Moon, Star & Sun",Michael Mak,"Yue liang, xing xing, tai yang",1988-01-01,97.0,6.5,105.0,Drama,NONE,NONE,"Hui-fen Huang, Carol 'Do Do' Cheng, Cherie Chung"
1514,tt0096492,Forgotten Tune for the Flute,Eldar Ryazanov,Zabytaya melodiya dlya fleyty,1987-01-01,134.0,7.5,837.0,Comedy,Drama,Romance,"Vasiliy Kupriyanov, Elena Antonenko, Yelena Pokatilova, Leonid Filatov"
1515,tt0096498,Canary Yellow,Rakhshan Banietemad,Zard-e Ghanari,1989-01-01,96.0,5.6,194.0,Comedy,Drama,NONE,NONE
1516,tt0096501,Zelly and Me,Tina Rathborne,Zelly and Me,1988-01-01,87.0,6.0,454.0,Drama,NONE,NONE,"Tina Rathborne, Isabella Rossellini"
1517,tt0096503,Zhena kerosinshchika,Aleksandr Kaydanovskiy,Zhena kerosinshchika,1989-01-01,101.0,7.4,157.0,Drama,Fantasy,NONE,"Oleg Shapko, Nikolai Ispolatov, Vytautas Paukste"
1518,tt0096505,Last Eunuch in China,Chi Leung 'Jacob' Cheung,Zhong Guo zui hou yi ge tai jian,1987-01-01,90.0,6.5,202.0,Drama,NONE,NONE,Andy Lau
1519,tt0096507,Born to Defense,Jet Li,Zhong hua ying xiong,1986-01-01,92.0,5.7,2017.0,Action,War,NONE,"Kurt Roland Petersson, Peter Doyle"
1520,tt0096510,Zivot sa stricem,Krsto Papic,Zivot sa stricem,1988-01-01,116.0,7.4,327.0,Drama,NONE,NONE,"Lukrecija Breskovic, Davor Janjic"
1521,tt0096512,The Crazy Companies,Jing Wong,Jui gaai suen yau,1988-01-01,99.0,6.0,236.0,Comedy,Romance,NONE,NONE
1522,tt0096513,Outlaw Brothers,Frankie Chan,Jui gaai chak paak dong,1990-01-01,97.0,6.6,230.0,Action,Crime,Thriller,"Sharon Kwok, Frankie Chan"
1523,tt0096516,Straight for the Heart,Léa Pool,Ç? corps perdu,1988-01-01,92.0,6.9,249.0,Drama,Romance,War,"Jean Gascon, Kim Yaroshevskaya, Jacqueline Bertrand, Matthias Habich"
1524,tt0096517,Door on the Left as You Leave the Elevator,Édouard Molinaro,Ç? gauche en sortant de l'ascenseur,1988-01-01,83.0,6.6,1867.0,Comedy,Romance,NONE,"Mireille Audibert, Pierre Richard"
1525,tt0096520,Ç?rhus by night,Nils Malmros,Ç?rhus by night,1989-01-01,101.0,6.3,365.0,Biography,Drama,NONE,"Suzette Kempf, Vibeke Borberg, Line Arlien-Søborg, Thomas Schindel"
1526,tt0096522,Ballet,Peter Del Monte,Etoile,1989-01-01,101.0,5.9,728.0,Fantasy,Romance,Thriller,"Peter Del Monte, Jennifer Connelly"
1527,tt0096523,The Student,Claude Pinoteau,L'Ǹtudiante,1988-01-01,104.0,5.7,2177.0,Comedy,Romance,NONE,"Roberto Attias, Najim Laouriga, Sophie Marceau"
1528,tt0096734,The 'Burbs,Joe Dante,The 'Burbs,1989-01-01,102.0,6.8,78805.0,Comedy,Mystery,Thriller,"Bruce Dern, Moosie Drier, Heather Haase, Tom Hanks"
1529,tt0096737,1939,Göran Carmback,1939,1989-01-01,193.0,6.0,878.0,Drama,War,NONE,"Dag Elfgren, Sten Hellström, Helene Egelund"
1530,tt0096740,300 Miles to Heaven,Maciej Dejczer,300 mil do nieba,1989-01-01,105.0,7.1,1052.0,Biography,Drama,NONE,"Rafal Zimowski, Katarzyna Pawlak, Maciej Dejczer, Wojciech Klata"
1531,tt0096741,Deadly Games,René Manzor,3615 code PÇùre NoÇ®l,1989-01-01,92.0,6.4,2499.0,Action,Horror,Thriller,"Patrick Floersheim, Jean-Félix Lalanne"
1532,tt0096742,Town Musicians of Bremen,Cruz Delgado,Los 4 mǧsicos de Bremen,1989-01-01,86.0,6.4,252.0,Adventure,Animation,Comedy,"Claudio Serrano, Iván"
1533,tt0096744,84C MoPic,Patrick Sheane Duncan,84C MoPic,1989-01-01,95.0,6.8,1879.0,Drama,War,NONE,"Jonathan Emerson, Jonathan Emerson"
1534,tt0096754,The Abyss,James Cameron,The Abyss,1989-01-01,140.0,7.5,182485.0,Adventure,Drama,Mystery,"Paul C. Babin, Mary Elizabeth Mastrantonio, Michael Biehn, Ed Harris"
1535,tt0096755,Torrents of Spring,Jerzy Skolimowski,Torrents of Spring,1989-01-01,101.0,5.8,400.0,Drama,Romance,NONE,"Francesca De Sapio, Leopold Kozlowski, Timothy Hutton"
1536,tt0096757,Action U.S.A.,John Stewart,Action U.S.A.,1989-01-01,97.0,6.0,774.0,Action,Thriller,NONE,"Ross Hagen, Don Robb, Gregory Scott Cummins"
1537,tt0096764,The Adventures of Baron Munchausen,Terry Gilliam,The Adventures of Baron Munchausen,1988-01-01,126.0,7.1,54772.0,Adventure,Comedy,Fantasy,"Alejandro Calvo-Sotelo, Giuseppe Rotunno, Eric Idle, John Neville"
1538,tt0096778,Aje aje bara aje,Im Kwon-taek,Aje aje bara aje,1989-01-01,134.0,6.7,168.0,Drama,NONE,NONE,"Kang Soo-youn, Kang Soo-youn"
1539,tt0096794,Always,Steven Spielberg,Always,1989-01-01,122.0,6.4,31483.0,Drama,Fantasy,Romance,"David Jackson, Sherwood Ball, Richard Dreyfuss"
1540,tt0096801,American Boyfriends,Sandy Wilson,American Boyfriends,1989-01-01,90.0,5.3,168.0,Comedy,NONE,NONE,"Paul Hyde, Margaret Langrick"
1541,tt0096802,American Eagle,Robert J. Smawley,American Eagle,1989-01-01,92.0,5.2,111.0,Action,NONE,NONE,"Diane Appleby, Asher Brauner"
1542,tt0096806,American Rickshaw,Sergio Martino,American risciÇý,1989-01-01,96.0,5.0,560.0,Action,Horror,Thriller,"Joseph John Colligan, Mitchell Gaylord"
1543,tt0096811,Fatal Vacation,Eric Tsang,An le zhan chang,1990-01-01,96.0,6.3,223.0,Action,Crime,Drama,"Chih-Hsi Li, Joan Lai-Kau Tong, Eric Tsang"
1544,tt0096815,And the Violins Stopped Playing,Alexander Ramati,And the Violins Stopped Playing,1988-01-01,116.0,6.9,187.0,Biography,Drama,War,"Margita Dukiet, Alexander Ramati, Boguslaw Sobczuk, Horst Buchholz"
1545,tt0096827,Apoorva Sagodharargal,Singeetam Srinivasa Rao,Apoorva Sagodharargal,1989-01-01,157.0,8.3,4300.0,Action,Comedy,Drama,Kamal Haasan
1546,tt0096828,The War Is Over,Jean-Loup Hubert,AprÇùs la guerre,1989-01-01,105.0,6.9,432.0,Comedy,Drama,War,"Antoine Hubert, Richard Bohringer"
1547,tt0096841,The Asthenic Syndrome,Kira Muratova,Astenicheskiy sindrom,1989-01-01,153.0,6.6,1292.0,Drama,NONE,NONE,"Olga Antonova, Tatyana Komarova, Oleg Shkolnik, Olga Antonova"
1548,tt0096854,Australia,Jean-Jacques Andrien,Australia,1989-01-01,140.0,6.3,218.0,Drama,NONE,NONE,"Jean-Jacques Andrien, Alex Tasset, Fanny Ardant"
1549,tt0096857,L'Autrichienne,Pierre Granier-Deferre,L'Autrichienne,1990-01-01,98.0,6.0,118.0,Biography,Drama,History,"Ute Lemper, Géraldine Danon, Ute Lemper"
1550,tt0096858,Avariya - doch menta,Mikhail Tumanishvili,Avariya - doch menta,1990-01-01,99.0,6.6,497.0,Drama,NONE,NONE,"Vladimir Dmitriev, Oksana Arbuzova, Fyodor Gavrilov"
1551,tt0096859,L'avaro,Tonino Cervi,L'avaro,1990-01-01,117.0,6.0,349.0,Comedy,NONE,NONE,"Nicola Farron, Alberto Sordi"
1552,tt0096862,Evenings,Rudolf van den Berg,De avonden,1989-01-01,122.0,6.7,553.0,Biography,Drama,NONE,"Ischa Meijer, Freek Biesiot, Ger Lugtenburg, Thom Hoffman"
1553,tt0096863,My Twentieth Century,Ildikó Enyedi,Az Ǹn XX. szǭzadom,1989-01-01,102.0,7.1,1842.0,Comedy,Drama,Sci-Fi,"Dorota Segda, László B. Révész, Gyula Kéry, Dorota Segda"
1554,tt0096866,The BFG,Brian Cosgrove,The BFG,1989-01-01,91.0,6.7,7267.0,Adventure,Animation,Drama,"Angela Thorne, Brian Cosgrove, David Jason"
1555,tt0096871,Baby Blood,Alain Robak,Baby Blood,1990-01-01,88.0,6.0,2092.0,Horror,NONE,NONE,Jean-Yves Lafesse
1556,tt0096874,Back to the Future Part II,Robert Zemeckis,Back to the Future Part II,1989-01-01,108.0,7.8,543892.0,Adventure,Comedy,Sci-Fi,"Tom Wilson, Larina Jean Adamson, Michael J. Fox"
1557,tt0096878,Emergency Kisses,Philippe Garrel,Les baisers de secours,1989-01-01,90.0,6.9,337.0,Drama,NONE,NONE,"Marc Cholodenko, Brigitte Sy"
1558,tt0096884,Il bambino e il poliziotto,Carlo Verdone,Il bambino e il poliziotto,1989-01-01,106.0,5.5,556.0,Comedy,NONE,NONE,"Isabella De Bernardi, Carlo Verdone"
1559,tt0096885,Wild Search,Ringo Lam,Ban wo chuang tian ya,1989-01-01,98.0,6.6,713.0,Action,Drama,Romance,"Cherie Chung, Chow Yun-Fat"
1560,tt0096894,"Bashu, the Little Stranger",Bahram Beyzaie,"Bashu, gharibeye koochak",1989-01-01,120.0,8.0,3042.0,Drama,War,NONE,Susan Taslimi
1561,tt0096895,Batman,Tim Burton,Batman,1989-01-01,126.0,7.5,384700.0,Action,Adventure,NONE,"Michael Gough, John Dair, Ken Barker, Michael Keaton"
1562,tt0096896,Batwara,J.P. Dutta,Batwara,1989-01-01,201.0,6.3,244.0,Action,Drama,NONE,Dharmendra
1563,tt0096908,A City of Sadness,Hsiao-Hsien Hou,Bei qing cheng shi,1989-01-01,157.0,7.8,5392.0,Drama,History,NONE,"Sung-Young Chen, Tony Leung Chiu-wai"
1564,tt0096911,"Bert Rigby, You're a Fool",Carl Reiner,"Bert Rigby, You're a Fool",1989-01-01,94.0,5.8,322.0,Comedy,Musical,NONE,"Ron Barker, Edmond Alan Forsyth, Helena Andreyko, Robert Lindsay"
1565,tt0096913,Best of the Best,Robert Radler,Best of the Best,1989-01-01,97.0,6.4,14576.0,Action,Drama,Sport,"Ahmad Rashad, David Agresta, Helen Funai, Eric Roberts"
1566,tt0096920,Beyond the Door III,Jeff Kwitny,Beyond the Door III,1989-01-01,94.0,5.1,1223.0,Drama,Fantasy,Horror,Nikola Simijanovic
1567,tt0096921,Beyond the Stars,David Saperstein,Beyond the Stars,1989-01-01,88.0,5.1,1200.0,Drama,Sci-Fi,NONE,"David Saperstein, Martin Sheen"
1568,tt0096925,Big Man on Campus,Jeremy Kagan,Big Man on Campus,1989-01-01,105.0,6.0,1534.0,Comedy,Fantasy,NONE,Gwendolyn Hajek
1569,tt0096926,The Big Picture,Christopher Guest,The Big Picture,1989-01-01,100.0,6.2,5918.0,Comedy,Drama,Romance,"George Rogan, Nadine Lenore Patterson, Richard A. Frisch, Kevin Bacon"
1570,tt0096928,Bill & Ted's Excellent Adventure,Stephen Herek,Bill & Ted's Excellent Adventure,1989-01-01,90.0,6.9,134706.0,Adventure,Comedy,Music,"David Avadon, Robert V. Barron, Jane Wiedlin, Keanu Reeves"
1571,tt0096933,Black Rain,Ridley Scott,Black Rain,1989-01-01,125.0,6.6,56739.0,Action,Crime,Drama,"Jeff Chamberlain, Sherry Lansing, Kate Capshaw, Michael Douglas"
1572,tt0096935,Tennessee Waltz,Nicolas Gessner,Tennessee Nights,1989-01-01,105.0,5.5,270.0,Drama,Thriller,NONE,"Peter-Christian Fueter, Tara Cash, Wallace Wilkinson, Julian Sands"
1573,tt0096936,Blades,Thomas R. Rondinella,Blades,1989-01-01,101.0,5.0,900.0,Comedy,Horror,NONE,"Bill Kimble, David Aldrich"
1574,tt0096937,Blagorodnyy razboynik Vladimir Dubrovskiy,Vyacheslav Nikiforov,Blagorodnyy razboynik Vladimir Dubrovskiy,1990-01-01,104.0,6.7,108.0,Drama,History,NONE,"Luchana Babichkova, Mukhtar-bek Kantemirov, Mikhail Dolgopolov, Mikhail Efremov"
1575,tt0096938,La blanca paloma,Juan Miñón,La blanca paloma,1989-01-01,100.0,5.4,169.0,Action,Drama,Romance,"Enrique Escudero, Esther Velasco, Francisco Rabal"
1576,tt0096943,Blaze,Ron Shelton,Blaze,1989-01-01,120.0,6.0,4025.0,Biography,Comedy,Drama,"Garland Bunting, Jay Chevalier, Lolita Davidovich, Paul Newman"
1577,tt0096945,Blind Fury,Phillip Noyce,Blind Fury,1989-01-01,86.0,6.3,17830.0,Action,Comedy,Crime,"Red Mitchell, Charles Cooper, Chris Auer, Rutger Hauer"
1578,tt0096953,Bloodhounds of Broadway,Howard Brookner,Bloodhounds of Broadway,1989-01-01,93.0,5.3,1375.0,Comedy,Drama,Romance,"Sheldon Abend, Graham Brown, Josef Sommer"
1579,tt0096961,Blueberry Hill,Robbe De Hert,Blueberry Hill,1989-01-01,95.0,6.6,377.0,Comedy,Drama,Romance,"Blanka Heirman, Koen Crucke, Eric Clerckx, Michael Pas"
1580,tt0096962,The Wiz Kid,Gloria Behrens,Bodo - Eine ganz normale Familie,1989-01-01,97.0,5.8,147.0,Comedy,Romance,Sci-Fi,"Helmut Alimonta, Narcisa Kukavica"
1581,tt0096964,Boerenpsalm,Roland Verhavert,Boerenpsalm,1989-01-01,100.0,6.3,204.0,Drama,NONE,NONE,"Eric Clerckx, Karen van Parijs"
1582,tt0096966,The Battle of Kosovo,Zdravko Sotra,Boj na Kosovu,1989-01-01,117.0,7.6,2639.0,Drama,History,War,"Gorica Popovic, Dusan Karuovic, Zarko Lausevic, Milos Zutic"
1583,tt0096968,Boris Godounov,Andrzej Zulawski,Boris Godounov,1989-01-01,118.0,7.2,348.0,Drama,Musical,NONE,"Pavel Slabý, Ruggero Raimondi, Delphine Forest"
1584,tt0096969,Born on the Fourth of July,Oliver Stone,Born on the Fourth of July,1989-01-01,145.0,7.2,109779.0,Biography,Drama,War,"Bill Allen, Holly Marie Combs, R.D. Call, Tom Cruise"
1585,tt0096970,Born to Fight,Bruno Mattei,Nato per combattere,1989-01-01,94.0,5.2,187.0,Action,War,NONE,NONE
1586,tt0096976,Breaking In,Bill Forsyth,Breaking In,1989-01-01,94.0,6.1,1672.0,Adventure,Comedy,NONE,"Charles Bernard, David Frishberg, Russ Fast, Burt Reynolds"
1587,tt0096986,Brothers in Arms,George Bloom,Brothers in Arms,1988-01-01,95.0,5.1,114.0,Drama,Thriller,NONE,Todd Allen
1588,tt0096989,A Fishy Story,Anthony Chan,Bu tuo wa de ren,1989-01-01,99.0,6.7,141.0,Drama,Romance,NONE,"Anthony Chan, Chung Lam"
1589,tt0096994,Bunker palace hÇïtel,Enki Bilal,Bunker Palace HÇïtel,1989-01-01,95.0,6.3,911.0,Sci-Fi,NONE,NONE,"Enki Bilal, Jean-Louis Trintignant"
1590,tt0096997,Buy & Cell,Robert Boris,Buy & Cell,1988-01-01,95.0,5.1,639.0,Comedy,NONE,NONE,"Louis Peraino, Robert Carradine"
1591,tt0096999,Bye Bye Blues,Anne Wheeler,Bye Bye Blues,1989-01-01,117.0,7.2,313.0,Drama,Music,Romance,"Anne Wheeler, Rebecca Jenkins, Aline Levasseur"
1592,tt0097000,Bye bye chaperon rouge,Márta Mészáros,Bye bye chaperon rouge,1989-01-01,94.0,5.4,147.0,Family,Fantasy,NONE,Fanny Lauzier
1593,tt0097007,The Caller,Arthur Allan Seidelman,The Caller,1987-01-01,97.0,6.0,1309.0,Mystery,Sci-Fi,Thriller,Malcolm McDowell
1594,tt0097008,Cameron's Closet,Armand Mastroianni,Cameron's Closet,1988-01-01,86.0,5.0,1069.0,Fantasy,Horror,NONE,"Scott Curtis, Cotter Smith"
1595,tt0097020,Time of the Servants,Irena Pavlásková,Cas sluhu,1989-01-01,115.0,6.6,187.0,Comedy,Drama,Romance,"Eva Trunecková, Jirí Chlumecký, Jindrich Bonaventura, Ivana Chýlková"
1596,tt0097027,Casualties of War,Brian De Palma,Casualties of War,1989-01-01,113.0,7.1,45765.0,Action,Crime,Drama,"Darren E. Burrows, Dale Dye, John Linton, Michael J. Fox"
1597,tt0097028,Cat Chaser,Abel Ferrara,Cat Chaser,1989-01-01,90.0,5.2,1412.0,Crime,Drama,Thriller,"Guido Inguanzo, Peter Weller"
1598,tt0097029,Catch Me If You Can,Stephen Sommers,Catch Me If You Can,1989-01-01,106.0,5.8,687.0,Action,Comedy,Drama,Matt Lattanzi
1599,tt0097035,Cha Cha Cha,Mika Kaurismäki,Cha Cha Cha,1989-01-01,91.0,6.1,275.0,Comedy,NONE,NONE,"Siiri Nordin, Sanna Fransman"
1600,tt0097044,Chances Are,Emile Ardolino,Chances Are,1989-01-01,108.0,6.4,13169.0,Comedy,Fantasy,Romance,"Max Trumpower, Cybill Shepherd"
1601,tt0097045,Chandni,Yash Chopra,Chandni,1989-01-01,186.0,6.7,1980.0,Drama,Musical,Romance,"Sridevi, Sridevi"
1602,tt0097049,"Chastnyy detektiv, ili operatsiya 'Kooperatsiya'",Leonid Gaidai,"Chastnyy detektiv, ili operatsiya 'Kooperatsiya'",1990-01-01,94.0,5.3,525.0,Comedy,Crime,Drama,"Anna Shatilova, Elena Katysheva, Ekaterina Korabelynik, Dmitriy Kharatyan"
1603,tt0097050,The Adventures of Milo and Otis,Masanori Hata,Koneko monogatari,1986-01-01,90.0,6.9,12269.0,Adventure,Drama,Family,"Masanori Hata, Kyôko Koizumi"
1604,tt0097051,What Time Is It?,Ettore Scola,Che ora Çù?,1989-01-01,97.0,7.2,1076.0,Comedy,Drama,NONE,"Massimo Troisi, Marcello Mastroianni"
1605,tt0097053,Cheetah,Jeff Blyth,Cheetah,1989-01-01,83.0,5.9,1122.0,Adventure,Drama,Family,"Breon Gorman, Keith Coogan"
1606,tt0097062,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",Sergey Solovyov,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",1990-01-01,139.0,7.2,716.0,Comedy,Romance,NONE,"Georgiy Saakyan, Aleksandr Bashirov"
1607,tt0097067,City Hunter: .357 Magnum,Kenji Kodama,City Hunter: Ai to shukumei no Magnum,1989-01-01,87.0,7.0,479.0,Action,Animation,Comedy,Akira Kamiya
1608,tt0097069,Cleo/Leo,Chuck Vincent,Cleo/Leo,1989-01-01,93.0,5.4,204.0,Comedy,Fantasy,NONE,"Christopher Hamilton, Veronica Hart"
1609,tt0097074,Cohen and Tate,Eric Red,Cohen and Tate,1988-01-01,86.0,6.3,2530.0,Action,Adventure,Crime,"Tim Himes, Roy Scheider"
1610,tt0097075,Cold Comfort,Vic Sarin,Cold Comfort,1989-01-01,111.0,6.2,379.0,Drama,Thriller,NONE,Maury Chaykin
1611,tt0097095,Coming Out,Heiner Carow,Coming Out,1989-01-01,113.0,7.0,1748.0,Drama,Romance,NONE,"Chris Doerk, Regina Viertel, Heiner Carow, Matthias Freihof"
1612,tt0097100,Communion,Philippe Mora,Communion,1989-01-01,109.0,5.5,6921.0,Biography,Drama,Horror,"Whitley Strieber, Christopher Walken"
1613,tt0097106,A Tale of Springtime,Éric Rohmer,Conte de printemps,1990-01-01,108.0,7.1,5190.0,Comedy,Drama,Romance,Florence Darel
1614,tt0097108,"The Cook, the Thief, His Wife & Her Lover",Peter Greenaway,"The Cook, the Thief, His Wife & Her Lover",1989-01-01,124.0,7.5,39482.0,Crime,Drama,NONE,"Sacha Vierny, Michael Gambon, Peter Greenaway, Richard Bohringer"
1615,tt0097109,Cookie,Susan Seidelman,Cookie,1989-01-01,94.0,5.4,1404.0,Comedy,Crime,NONE,"Tony LaFortezza, Alice Arlen, Alfred De La Fuente, Peter Falk"
1616,tt0097113,The Things of Love,Jaime Chávarri,Las cosas del querer,1989-01-01,98.0,6.9,462.0,Musical,NONE,NONE,"Jaime Chávarri, Manuel Bandera, Ángela Molina"
1617,tt0097115,Courage Mountain,Christopher Leitch,Courage Mountain,1990-01-01,94.0,5.7,887.0,Adventure,Drama,Family,"Juliette Caton, Juliette Caton"
1618,tt0097116,Cousins,Joel Schumacher,Cousins,1989-01-01,113.0,6.3,4913.0,Comedy,Romance,NONE,"William Allyn, Ted Danson"
1619,tt0097119,Crack House,Michael Fischa,Crack House,1989-01-01,90.0,5.5,439.0,Action,Crime,Drama,"Cher Butler, Derek Googe, Jim Brown"
1620,tt0097123,Crimes and Misdemeanors,Woody Allen,Crimes and Misdemeanors,1989-01-01,104.0,7.8,59079.0,Comedy,Drama,NONE,"Barry Finkel, Sol Frieder, Alan Alda, Martin Landau"
1621,tt0097125,Criminal Law,Martin Campbell,Criminal Law,1988-01-01,117.0,5.6,4331.0,Crime,Drama,Thriller,"Michael Sinelnikoff, Gary Oldman"
1622,tt0097129,Crossing the Line,Gary Graver,Crossing the Line,1990-01-01,94.0,5.9,119.0,Action,Drama,Sport,"Anthony Fridjhon, Diki Lerner, Rick Hearst"
1623,tt0097131,Cruising Bar,Robert Ménard,Cruising Bar,1989-01-01,96.0,6.6,1141.0,Comedy,NONE,NONE,"Marcel Gauthier, Diane Jules, Michel Côté"
1624,tt0097138,Cyborg,Albert Pyun,Cyborg,1989-01-01,86.0,5.0,32474.0,Action,Sci-Fi,Thriller,"Ralf Moeller, Jophery C. Brown, Esty F. Davis Jr., Jean-Claude Van Damme"
1625,tt0097142,Dad,Gary David Goldberg,Dad,1989-01-01,117.0,6.3,5110.0,Comedy,Drama,NONE,"Gina Raymond, Jimmy Higa, Joseph Stern, Jack Lemmon"
1626,tt0097153,Dans le ventre du dragon,Yves Simoneau,Dans le ventre du dragon,1989-01-01,100.0,6.2,269.0,Comedy,Drama,Sci-Fi,"Suzanne Champagne, Jean-Louis Millette, Rémy Girard"
1627,tt0097155,Memories of a Marriage,Kaspar Rostrup,Dansen med Regitze,1989-01-01,102.0,7.1,714.0,Drama,NONE,NONE,"Mikael Helmuth, Poul Clemmensen, Nanna Møller, Frits Helmuth"
1628,tt0097162,Dead Calm,Phillip Noyce,Dead Calm,1989-01-01,96.0,6.8,41898.0,Horror,Thriller,NONE,"Lisa Collins, Billy Zane, Geoff Burton, Nicole Kidman"
1629,tt0097165,Dead Poets Society,Peter Weir,Dead Poets Society,1989-01-01,128.0,8.1,504274.0,Comedy,Drama,NONE,"Peter Weir, Melora Walters, Robert Sean Leonard, Robin Williams"
1630,tt0097166,Dead Bang,John Frankenheimer,Dead Bang,1989-01-01,102.0,6.1,4244.0,Action,Crime,Drama,"Billy Boyle, Joy Duce, Hy Anzell, Don Johnson"
1631,tt0097172,Dealers,Colin Bucksey,Dealers,1989-01-01,87.0,5.4,391.0,Drama,NONE,NONE,"Kit Hollerbach, Gail Ann Dorsey, Paul McGann"
1632,tt0097176,Deceit,Albert Pyun,Deceit,1990-01-01,90.0,5.2,752.0,Comedy,Sci-Fi,NONE,Samantha Phillips
1633,tt0097179,DeepStar Six,Sean S. Cunningham,DeepStar Six,1989-01-01,99.0,5.3,12436.0,Action,Horror,Sci-Fi,"Thom Bray, Cindy Pickett, Taurean Blacque, Greg Evigan"
1634,tt0097182,The Delinquents,Chris Thomson,The Delinquents,1989-01-01,101.0,5.6,1000.0,Drama,Romance,NONE,"Tommy Emmanuel, Kylie Minogue"
1635,tt0097195,Why Has Bodhi-Dharma Left for the East?,Yong-Kyun Bae,Dharmaga tongjoguro kan kkadalgun,1989-01-01,137.0,7.4,1390.0,Drama,NONE,NONE,Yong-Kyun Bae
1636,tt0097198,Better Days Ahead,Carlos Diegues,Dias Melhores Virǜo,1989-01-01,92.0,6.8,216.0,Comedy,Drama,NONE,"Patricio Bisso, Marília Pêra"
1637,tt0097202,The Killer,John Woo,Dip huet seung hung,1989-01-01,111.0,7.8,49367.0,Action,Crime,Drama,"Kwong-Leung Wong, Kenneth Tsang, Danny Lee, Chow Yun-Fat"
1638,tt0097206,Diploma za smrt,Zivorad Tomic,Diploma za smrt,1989-01-01,105.0,7.8,104.0,Crime,Thriller,NONE,"Jelena Gruic, Dafne Jemersic, Zeljko Sestic, Ranko Zidaric"
1639,tt0097211,Disorganized Crime,Jim Kouf,Disorganized Crime,1989-01-01,98.0,6.2,2447.0,Action,Comedy,Crime,"Gregory Wurster, Hoyt Axton"
1640,tt0097215,Do pervoy krovi,Vladimir Fokin,Do pervoy krovi,1989-01-01,87.0,7.5,213.0,Drama,Family,NONE,NONE
1641,tt0097216,Do the Right Thing,Spike Lee,Do the Right Thing,1989-01-01,120.0,8.0,105311.0,Comedy,Drama,NONE,"Giancarlo Esposito, Spike Lee, Ruby Dee, Danny Aiello"
1642,tt0097223,Time of the Gypsies,Emir Kusturica,Dom za vesanje,1988-01-01,142.0,8.1,31519.0,Comedy,Crime,Drama,"Marjeta Gregorac, Ljubica Adzovic, Branko Djuric, Davor Dujmovic"
1643,tt0097235,The Dream Team,Howard Zieff,The Dream Team,1989-01-01,113.0,6.5,15765.0,Comedy,Crime,Thriller,"Stephen Furst, Jack Duffy, Lizbeth Mackay, Michael Keaton"
1644,tt0097236,Dream a Little Dream,Marc Rocco,Dream a Little Dream,1989-01-01,114.0,5.7,7389.0,Comedy,Drama,Romance,"Meredith Salenger, Marc Rocco, Tony Fields, Corey Feldman"
1645,tt0097239,Driving Miss Daisy,Bruce Beresford,Driving Miss Daisy,1989-01-01,99.0,7.3,112906.0,Comedy,Drama,Romance,"Jessica Tandy, Morgan Freeman, Bruce Beresford"
